City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,geraldton,-28.7667,114.6,66.61,88,100,9.22,AU,1675807622
364,kapuskasing,49.4169,-82.4331,30.78,87,100,11.36,CA,1675807622
365,la ronge,55.1001,-105.2842,33.78,75,36,14.47,CA,1675807623
366,mamit,23.9333,92.4833,49.66,76,0,3.47,IN,1675807624
367,dzaoudzi,-12.7887,45.2699,80.49,78,0,4.61,YT,1675807625
368,samarai,-10.6167,150.6667,80.42,81,100,10.56,PG,1675807625
369,sakakah,29.9697,40.2064,45.93,65,3,8.37,SA,1675807627
370,meulaboh,4.1363,96.1285,75.04,83,100,2.55,ID,1675807454
371,adjumani,3.3779,31.7909,76.69,28,7,1.39,UG,1675807627
372,diego de almagro,-26.3667,-70.05,79.38,32,59,10.65,CL,1675807568
373,amarante,-6.2411,-42.8547,76.21,88,98,2.73,BR,1675807628
374,sept-iles,50.2001,-66.3821,18.05,82,75,17.27,CA,1675807528
375,vila franca do campo,37.7167,-25.4333,55.81,82,79,12.91,PT,1675807416
376,honningsvag,70.9821,25.9704,35.35,69,40,28.77,NO,1675807629
377,safaga,26.7292,33.9365,58.39,44,100,15.39,EG,1675807629
378,alamor,-4.0181,-80.0197,66.6,87,63,3.98,EC,1675807630
379,burnie,-41.0667,145.9167,59.32,83,100,10.04,AU,1675807418
380,indramayu,-6.3264,108.32,77.5,87,100,10.54,ID,1675807630
381,mahanje,-9.9333,35.3333,65.59,92,100,3.31,TZ,1675807631
382,maputo,-25.9653,32.5892,74.84,92,11,3.38,MZ,1675807632
383,xiaoweizhai,26.1903,107.5125,43.7,97,100,2.3,CN,1675807632
384,coihaique,-45.5752,-72.0662,69.75,52,75,9.22,CL,1675807604
385,camacha,33.0833,-16.3333,56.62,72,75,11.5,PT,1675807478
386,saint augustine,29.8947,-81.3145,73.08,72,0,9.22,US,1675807633
387,tagusao,9.1924,117.8141,76.98,84,94,3.67,PH,1675807633
388,alice springs,-23.7,133.8833,74.75,83,5,0.0,AU,1675807401
389,the pas,53.8251,-101.2541,28.69,96,98,5.79,CA,1675807634
390,inhambane,-23.865,35.3833,77.94,88,2,7.96,MZ,1675807634
391,raglan,-37.8,174.8833,73.09,67,72,11.56,NZ,1675807635
392,nosy varika,-20.5833,48.5333,73.45,90,100,5.41,MG,1675807635
393,ovre ardal,61.3167,7.8,31.75,98,100,5.73,NO,1675807635
394,cotonou,6.3654,2.4183,80.71,82,76,11.05,BJ,1675807636
395,port hardy,50.6996,-127.4199,44.31,76,98,13.73,CA,1675807636
396,tongling,30.95,117.7833,46.22,83,100,9.35,CN,1675807637
397,gazanjyk,39.2446,55.5154,51.62,46,100,1.34,TM,1675807637
398,cam ranh,11.9214,109.1591,75.16,88,20,3.44,VN,1675807637
399,aklavik,68.2191,-135.0107,-20.2,69,100,2.3,CA,1675807365
400,damnagar,21.7,71.5167,69.71,38,0,6.76,IN,1675807638
401,albert lea,43.648,-93.3683,33.89,69,0,8.05,US,1675807638
402,chuguyevka,44.1653,133.8633,-3.87,97,40,3.31,RU,1675807639
403,birjand,32.8663,59.2211,47.52,76,20,8.79,IR,1675807639
404,bethel,41.3712,-73.414,37.49,63,0,6.91,US,1675807507
405,fukue,32.6881,128.8419,53.33,65,74,15.79,JP,1675807640
406,fortuna,40.5982,-124.1573,59.94,66,0,1.99,US,1675807641
407,horconcitos,8.4682,-81.8007,72.41,77,100,8.75,PA,1675807641
408,jatibonico,21.9419,-79.17,79.92,56,49,17.52,CU,1675807642
409,sal rei,16.1833,-22.9167,68.0,63,0,21.36,CV,1675807642
410,katobu,-4.9408,122.5276,75.09,90,91,1.14,ID,1675807643
411,megion,61.0296,76.1136,-20.18,99,57,7.9,RU,1675807643
412,san carlos,9.6612,-68.5827,85.03,50,100,4.7,VE,1675807643
413,mwinilunga,-11.7358,24.4293,59.95,98,100,4.25,ZM,1675807644
414,ketchikan,55.3422,-131.6461,39.18,87,100,4.61,US,1675807644
415,highland springs,37.546,-77.3278,58.3,51,100,6.91,US,1675807645
416,togur,58.3631,82.8265,4.93,97,98,4.56,RU,1675807645
417,barra do garcas,-15.89,-52.2567,79.81,74,41,0.58,BR,1675807645
418,aykhal,66.0,111.5,-37.46,100,100,3.33,RU,1675807638
419,maningrida,-12.0667,134.2667,78.48,86,100,5.99,AU,1675807649
420,pacific grove,36.6177,-121.9166,60.24,71,0,5.75,US,1675807650
421,sassandra,4.95,-6.0833,78.01,90,67,5.08,CI,1675807651
422,margate,51.3813,1.3862,35.31,64,9,4.68,GB,1675807652
423,yatou,37.15,122.3833,31.95,69,36,6.98,CN,1675807652
424,verkhnyaya inta,65.9811,60.3094,15.64,88,100,22.66,RU,1675807652
425,armidale,-30.5167,151.65,62.74,67,83,5.3,AU,1675807653
426,liverpool,53.4106,-2.9779,43.83,87,75,3.44,GB,1675807653
427,faya,18.3851,42.4509,52.32,82,38,4.36,SA,1675807654
428,kutum,14.2,24.6667,58.15,31,14,10.76,SD,1675807655
429,fillan,63.6064,8.9696,36.84,87,96,12.84,NO,1675807655
430,bergen,60.392,5.328,43.88,100,40,8.05,NO,1675807655
431,havoysund,70.9963,24.6622,35.83,82,69,27.63,NO,1675807498
432,constitucion,-35.3333,-72.4167,68.65,57,11,9.19,CL,1675807593
433,olafsvik,64.8945,-23.7142,26.62,73,100,29.95,IS,1675807605
434,obo,5.3998,26.4869,76.96,17,31,5.91,CF,1675807656
435,salmo,49.1999,-117.2689,41.07,86,100,5.3,CA,1675807656
436,labrea,-7.2586,-64.7981,79.0,88,91,2.15,BR,1675807657
437,doctor arroyo,23.6667,-100.1833,78.04,12,31,3.13,MX,1675807658
438,adrar,20.5022,-10.0711,62.83,20,92,11.56,MR,1675807658
439,isla mujeres,21.2311,-86.731,80.65,79,0,15.01,MX,1675807659
440,gao,16.6362,1.637,78.71,13,77,10.16,ML,1675807659
441,arlit,18.7369,7.3853,75.9,13,100,7.43,NE,1675807660
442,kirzhach,56.15,38.8667,-2.43,100,100,3.62,RU,1675807660
443,illela,13.7292,5.2975,75.99,11,99,9.86,NG,1675807660
444,lahij,13.1667,44.5833,70.32,64,11,3.6,YE,1675807661
445,ilhabela,-23.7781,-45.3581,76.48,88,95,5.08,BR,1675807628
446,plettenberg bay,-34.0527,23.3716,67.19,87,100,1.99,ZA,1675807661
447,mulchen,-37.7167,-72.2333,89.46,15,0,8.08,CL,1675807662
448,northam,51.0333,-4.2167,38.61,89,1,6.91,GB,1675807662
449,kathu,7.9178,98.3332,75.02,80,95,7.05,TH,1675807663
450,ayna,-12.65,-73.9167,68.52,72,58,2.98,PE,1675807663
451,les cayes,18.2,-73.75,79.95,66,20,9.71,HT,1675807663
452,abrud,46.2667,23.0667,17.11,92,99,3.11,RO,1675807664
453,biak,-0.9131,122.8766,76.12,82,100,4.16,ID,1675807664
454,chegem,43.2833,43.1333,10.11,95,100,2.57,RU,1675807664
455,usinsk,65.9939,57.5281,10.56,94,100,27.38,RU,1675807665
456,puerto colombia,10.9878,-74.9547,78.26,80,19,28.61,CO,1675807665
457,avesta,60.1455,16.1679,37.99,87,100,5.14,SE,1675807666
458,shipitsyno,61.2806,46.5208,18.21,94,100,9.64,RU,1675807666
459,lanzhou,36.0564,103.7922,29.52,85,100,6.6,CN,1675807667
460,khor,47.8861,134.9464,-15.09,96,25,7.29,RU,1675807667
461,flin flon,54.7682,-101.865,24.39,96,100,7.11,CA,1675807668
462,haines junction,60.7522,-137.5108,29.55,88,88,5.57,CA,1675807668
463,rize,40.9044,40.8949,12.52,96,100,4.54,TR,1675807669
464,kieta,-6.2167,155.6333,80.53,83,98,7.2,PG,1675807669
465,wattegama,6.7989,81.4808,71.53,94,99,4.16,LK,1675807670
466,buala,-8.145,159.5921,80.83,87,99,9.57,SB,1675807417
467,mandera,3.9366,41.867,83.1,30,3,4.74,KE,1675807658
468,caernarfon,53.1413,-4.2702,45.63,45,96,5.75,GB,1675807671
469,kilindoni,-7.9139,39.6668,81.66,78,100,14.56,TZ,1675807671
470,darhan,49.4867,105.9228,-9.8,98,9,4.83,MN,1675807672
471,talcahuano,-36.7167,-73.1167,73.08,46,0,13.8,CL,1675807672
472,nome,64.5011,-165.4064,-4.85,91,0,3.44,US,1675807422
473,little current,45.9793,-81.9248,36.41,80,100,8.01,CA,1675807673
474,grand-lahou,5.1367,-5.0242,78.93,89,46,7.78,CI,1675807673
475,vanavara,60.34,102.2797,-7.55,100,100,2.26,RU,1675807673
476,mount isa,-20.7333,139.5,82.17,74,75,5.75,AU,1675807674
477,bara,10.3744,10.7288,75.45,20,28,10.69,NG,1675807674
478,fairview,40.8126,-73.999,42.78,69,0,10.36,US,1675807675
479,edd,13.9297,41.6925,77.27,70,6,5.14,ER,1675807675
480,yongan,39.6957,113.6871,22.73,61,14,2.77,CN,1675807675
481,estelle,29.8458,-90.1067,79.0,64,75,11.5,US,1675807676
482,trairi,-3.2778,-39.2689,78.66,80,100,9.01,BR,1675807504
483,umm lajj,25.0213,37.2685,61.11,57,96,13.31,SA,1675807677
484,le port,-20.9373,55.2919,80.6,78,16,8.84,RE,1675807677
485,waitati,-45.75,170.5667,59.16,54,46,11.95,NZ,1675807678
486,saint-pierre,-21.3393,55.4781,80.28,78,75,10.36,RE,1675807678
487,kholm,59.2667,32.85,23.72,93,100,10.78,RU,1675807678
488,ouesso,1.6136,16.0517,79.12,39,98,3.47,CG,1675807679
489,ayorou,14.7308,0.9174,79.81,13,75,9.04,NE,1675807679
490,vanimo,-2.6741,141.3028,75.9,96,100,4.45,PG,1675807679
491,chatellerault,46.8,0.5333,34.52,53,2,7.25,FR,1675807680
492,tilichiki,60.4667,166.1,-26.77,92,42,9.6,RU,1675807680
493,leshukonskoye,64.8989,45.7622,27.5,94,100,10.83,RU,1675807681
494,shenjiamen,29.9576,122.298,47.16,76,100,11.65,CN,1675807681
495,ovruch,51.3246,28.8035,16.48,97,12,3.44,UA,1675807682
496,san jose,37.3394,-121.895,63.48,49,100,5.75,US,1675807543
497,simao,22.7886,100.9748,47.28,49,3,1.14,CN,1675807682
498,san juan de uraba,8.7592,-76.5297,82.6,76,74,10.38,CO,1675807683
499,marathon,44.9,-89.7668,36.64,71,20,14.97,US,1675807683
500,marsa matruh,31.3525,27.2453,51.91,74,89,9.86,EG,1675807684
501,dandong,40.1292,124.3947,24.39,49,0,6.89,CN,1675807685
502,rutul,41.5357,47.4239,24.21,89,67,2.95,RU,1675807685
503,baykit,61.67,96.37,4.08,98,100,1.77,RU,1675807686
504,jawa,31.8525,35.9393,35.91,87,100,14.97,JO,1675807686
505,pavlodar,52.3,76.95,-6.0,77,75,4.47,KZ,1675807688
506,aksarka,66.5606,67.7975,-0.69,90,100,16.44,RU,1675807689
507,carolina,18.3808,-65.9574,79.75,82,75,16.11,PR,1675807529
508,lashio,22.9333,97.75,45.95,56,0,1.7,MM,1675807689
509,am timan,11.0297,20.2827,80.02,14,6,7.58,TD,1675807690
510,eureka,40.8021,-124.1637,61.66,64,63,1.99,US,1675807630
511,parabel,58.6978,81.4825,-1.12,99,96,5.82,RU,1675807690
512,san cristobal,7.7669,-72.225,79.56,47,29,3.67,VE,1675807691
513,tura,25.5198,90.2201,57.61,52,6,3.49,IN,1675807691
514,riyadh,24.6877,46.7219,57.34,36,80,8.14,SA,1675807468
515,sibiti,-3.6819,13.3499,68.97,98,98,1.54,CG,1675807692
516,brae,60.3964,-1.353,43.92,76,28,30.8,GB,1675807693
517,dicabisagan,17.0818,122.4157,73.92,91,47,1.72,PH,1675807693
518,gat,31.61,34.7642,50.68,100,83,21.97,IL,1675807684
519,kaoma,-14.7833,24.8,64.42,98,100,5.39,ZM,1675807694
520,celestun,20.8667,-90.4,82.36,62,1,10.09,MX,1675807694
521,hyeres,43.1167,6.1167,43.74,67,0,6.91,FR,1675807694
522,jalu,29.0331,21.5482,52.48,52,100,7.87,LY,1675807695
523,aktash,50.3,87.7333,-10.59,90,73,5.1,RU,1675807696
524,eirunepe,-6.6603,-69.8736,79.54,88,63,0.87,BR,1675807696
525,nhulunbuy,-12.2333,136.7667,79.41,94,40,0.0,AU,1675807696
526,grand gaube,-20.0064,57.6608,76.37,83,21,7.0,MU,1675807697
527,bundaberg,-24.85,152.35,81.21,71,44,1.99,AU,1675807555
528,marzuq,14.4,46.4667,62.98,57,10,5.23,YE,1675807698
529,villa bruzual,9.3328,-69.1208,88.3,41,98,2.21,VE,1675807698
530,puerto madryn,-42.7692,-65.0385,74.39,41,42,18.37,AR,1675807699
531,antalaha,-14.9003,50.2788,73.98,91,91,5.88,MG,1675807700
532,teshie,5.5836,-0.1072,81.14,80,54,8.95,GH,1675807700
533,lewisporte,49.2499,-55.0482,13.55,82,91,6.33,CA,1675807701
534,pakokku,21.3333,95.1,64.65,44,0,4.18,MM,1675807701
535,conceicao do araguaia,-8.2578,-49.2647,76.39,89,98,2.95,BR,1675807548
536,ust-omchug,61.15,149.6333,-40.41,99,80,3.18,RU,1675807702
537,ekhabi,53.5102,142.9671,-13.2,93,100,5.73,RU,1675807702
538,nishihara,26.1842,127.7558,65.48,91,75,6.91,JP,1675807702
539,liaqatabad,31.5647,74.3029,51.96,76,20,0.0,PK,1675807703
540,bage,-31.3314,-54.1069,89.38,35,0,11.5,BR,1675807703
541,canutama,-6.5339,-64.3831,79.14,87,70,1.45,BR,1675807704
542,itaocara,-21.6692,-42.0761,75.9,92,100,4.45,BR,1675807656
543,gigmoto,13.7796,124.39,77.45,84,100,10.07,PH,1675807706
544,keti bandar,24.1447,67.4497,70.32,65,3,8.95,PK,1675807707
545,bondo,3.8146,23.6866,72.34,29,25,2.91,CD,1675807707
546,atambua,-9.1061,124.8925,74.12,88,71,0.65,ID,1675807708
547,orsha,54.5153,30.4053,6.13,98,64,4.79,BY,1675807708
548,naze,28.3667,129.4833,61.3,70,77,12.28,JP,1675807709
549,berdigestyakh,62.0989,126.6992,-42.09,100,100,1.19,RU,1675807709
550,kendallville,41.4414,-85.265,48.49,81,75,16.11,US,1675807710
551,lima,-12.0432,-77.0282,77.25,69,40,14.97,PE,1675807710
552,taguatinga,-12.3857,-46.5711,79.88,59,75,2.57,BR,1675807710
553,dickinson,29.4608,-95.0513,74.12,82,100,12.66,US,1675807664
554,jacmel,18.2342,-72.5347,84.04,63,12,4.41,HT,1675807711
555,pokhara,28.2333,83.9833,53.56,63,83,5.44,NP,1675807711
556,murud,18.3258,72.965,70.07,66,13,3.24,IN,1675807712
557,ishigaki,24.3448,124.1572,69.44,78,100,16.89,JP,1675807712
558,koutsouras,35.0339,25.9469,45.1,72,42,29.73,GR,1675807712
